datetime,水位(m),流量(m3/s),含沙量(kg/m3)
2016-09-17 08:00:00,42.46,292,0.38
2016-09-17 12:00:00,42.45,286,
2016-09-17 16:00:00,42.46,292,
2016-09-17 20:00:00,42.46,292,
2016-09-18 00:00:00,42.47,298,
2016-09-18 04:00:00,42.48,304,
2016-09-18 08:00:00,42.47,298,0.35
2016-09-18 12:00:00,42.46,292,
2016-09-18 14:00:00,42.45,286,
2016-09-18 16:00:00,42.46,292,
2016-09-18 20:00:00,42.46,292,
2016-09-19 00:00:00,42.45,286,
2016-09-19 04:00:00,42.44,281,
2016-09-19 08:00:00,42.45,286,0.397
2016-09-19 12:00:00,42.46,292,
2016-09-19 16:00:00,42.44,281,
2016-09-19 20:00:00,42.45,286,
2016-09-20 00:00:00,42.44,281,
2016-09-20 04:00:00,42.44,281,
2016-09-20 08:00:00,42.45,286,0.343
2016-09-20 12:00:00,42.45,286,
2016-09-20 16:00:00,42.43,276,
2016-09-20 20:00:00,42.44,281,
2016-09-21 00:00:00,42.44,281,
2016-09-21 04:00:00,42.44,281,
2016-09-21 08:00:00,42.45,286,0.422
2016-09-21 12:00:00,42.43,276,
2016-09-21 16:00:00,42.41,267,
2016-09-21 20:00:00,42.43,276,
2016-09-22 00:00:00,42.43,276,
2016-09-22 04:00:00,42.43,276,
2016-09-22 06:00:00,42.44,281,
2016-09-22 08:00:00,42.43,276,0.329
2016-09-22 12:00:00,42.41,267,
2016-09-22 16:00:00,42.4,262,
2016-09-22 20:00:00,42.42,271,
2016-09-23 00:00:00,42.41,267,
2016-09-23 04:00:00,42.44,281,
2016-09-23 08:00:00,42.43,276,0.371
2016-09-23 12:00:00,42.42,271,
2016-09-23 16:00:00,42.42,271,
2016-09-23 20:00:00,42.41,267,
2016-09-23 22:00:00,42.4,262,
2016-09-24 00:00:00,42.4,262,
2016-09-24 04:00:00,42.4,262,
2016-09-24 08:00:00,42.4,262,0.338
2016-09-24 12:00:00,42.38,255,
2016-09-24 16:00:00,42.39,258,
2016-09-24 20:00:00,42.4,262,
2016-09-25 00:00:00,42.4,262,
2016-09-25 04:00:00,42.39,258,
2016-09-25 08:00:00,42.38,255,0.43
2016-09-25 12:00:00,42.39,258,
2016-09-25 16:00:00,42.38,255,
2016-09-25 20:00:00,42.37,251,
2016-09-26 00:00:00,42.39,258,
2016-09-26 04:00:00,42.39,258,
2016-09-26 08:00:00,42.38,255,0.387
2016-09-26 10:00:00,42.37,251,
2016-09-26 12:00:00,42.37,251,
2016-09-26 16:00:00,42.38,255,
2016-09-26 20:00:00,42.37,251,
2016-09-27 00:00:00,42.38,255,
2016-09-27 04:00:00,42.38,255,
2016-09-27 08:00:00,42.37,251,0.426
2016-09-27 10:00:00,42.36,248,
2016-09-27 12:00:00,42.37,251,
2016-09-27 16:00:00,42.37,251,
2016-09-27 20:00:00,42.38,255,
2016-09-27 22:00:00,42.4,262,
2016-09-28 00:00:00,42.4,262,
2016-09-28 04:00:00,42.42,271,
2016-09-28 08:00:00,42.41,267,0.441
2016-09-28 12:00:00,42.43,276,
2016-09-28 16:00:00,42.45,318,
2016-09-28 20:00:00,42.47,331,
2016-09-29 00:00:00,42.42,300,
2016-09-29 04:00:00,42.44,312,
2016-09-29 08:00:00,42.45,318,0.614
2016-09-29 12:00:00,42.47,331,
2016-09-29 16:00:00,42.47,331,
2016-09-29 20:00:00,42.48,338,
2016-09-29 22:00:00,42.5,354,
2016-09-30 00:00:00,42.51,361,
2016-09-30 04:00:00,42.52,368,
2016-09-30 08:00:00,42.53,375,0.673
2016-09-30 12:00:00,42.52,368,
2016-09-30 16:00:00,42.51,361,
2016-09-30 20:00:00,42.52,368,
2016-10-01 00:00:00,42.51,361,
2016-10-01 02:00:00,42.52,368,
2016-10-01 04:00:00,42.52,368,
2016-10-01 08:00:00,42.52,368,0.692
2016-10-01 12:00:00,42.49,347,
2016-10-01 16:00:00,42.51,361,
2016-10-01 20:00:00,42.51,361,
2016-10-02 00:00:00,42.51,361,
2016-10-02 02:00:00,42.52,368,
2016-10-02 04:00:00,42.51,361,
2016-10-02 08:00:00,42.5,354,0.67
2016-10-02 12:00:00,42.49,347,
2016-10-02 16:00:00,42.49,347,
2016-10-02 20:00:00,42.49,347,
2016-10-03 00:00:00,42.5,354,
2016-10-03 04:00:00,42.5,354,
2016-10-03 08:00:00,42.5,354,0.557
2016-10-03 12:00:00,42.49,347,
2016-10-03 16:00:00,42.5,354,
2016-10-03 18:00:00,42.51,361,
2016-10-03 20:00:00,42.5,354,
2016-10-04 00:00:00,42.49,347,
2016-10-04 04:00:00,42.51,361,
2016-10-04 08:00:00,42.5,354,0.486
2016-10-04 12:00:00,42.49,347,
2016-10-04 16:00:00,42.49,347,
2016-10-04 20:00:00,42.49,347,
2016-10-05 00:00:00,42.51,361,
2016-10-05 02:00:00,42.49,347,
2016-10-05 08:00:00,42.48,338,0.496
2016-10-05 14:00:00,42.48,338,
2016-10-05 20:00:00,42.47,331,
2016-10-06 00:00:00,42.47,331,
2016-10-06 02:00:00,42.46,325,
2016-10-06 08:00:00,42.47,331,0.535
2016-10-06 14:00:00,42.47,331,
2016-10-06 15:00:00,42.48,338,
2016-10-06 16:00:00,42.47,331,
2016-10-06 20:00:00,42.46,325,
2016-10-07 00:00:00,42.47,331,
2016-10-07 04:00:00,42.46,325,
2016-10-07 08:00:00,42.46,325,0.421
2016-10-07 09:00:00,42.45,318,
2016-10-07 12:00:00,42.47,331,
2016-10-07 16:00:00,42.45,318,
2016-10-07 20:00:00,42.46,325,
2016-10-08 00:00:00,42.45,318,
2016-10-08 01:00:00,42.44,312,
2016-10-08 02:00:00,42.46,325,
2016-10-08 08:00:00,42.46,325,0.64
2016-10-08 14:00:00,42.47,331,
2016-10-08 17:00:00,42.49,347,
2016-10-08 20:00:00,42.49,347,
2016-10-09 00:00:00,42.49,347,
2016-10-09 02:00:00,42.5,354,
2016-10-09 08:00:00,42.47,331,0.975
2016-10-09 14:00:00,42.46,325,
2016-10-09 20:00:00,42.48,338,
2016-10-10 00:00:00,42.48,338,
2016-10-10 02:00:00,42.48,338,
2016-10-10 03:00:00,42.49,347,
2016-10-10 08:00:00,42.48,338,0.703
2016-10-10 14:00:00,42.47,331,
2016-10-10 20:00:00,42.46,325,
2016-10-11 00:00:00,42.46,325,
2016-10-11 02:00:00,42.47,331,
2016-10-11 08:00:00,42.46,325,0.457
2016-10-11 09:00:00,42.44,312,
2016-10-11 14:00:00,42.46,325,
2016-10-11 20:00:00,42.45,318,
2016-10-12 00:00:00,42.45,318,
2016-10-12 01:00:00,42.46,325,
2016-10-12 04:00:00,42.46,325,
2016-10-12 08:00:00,42.44,312,0.661
2016-10-12 12:00:00,42.45,318,
2016-10-12 16:00:00,42.44,312,
2016-10-12 20:00:00,42.44,312,
2016-10-12 23:00:00,42.43,306,
2016-10-13 00:00:00,42.43,306,
2016-10-13 01:00:00,42.44,312,
2016-10-13 04:00:00,42.41,295,
2016-10-13 08:00:00,42.41,295,0.54
2016-10-13 12:00:00,42.4,289,
2016-10-13 15:00:00,42.38,279,
2016-10-13 16:00:00,42.4,344,
2016-10-13 20:00:00,42.4,344,
2016-10-14 00:00:00,42.39,338,
2016-10-14 04:00:00,42.39,338,
2016-10-14 08:00:00,42.38,333,0.728
2016-10-14 11:00:00,42.37,329,0.72
2016-10-14 12:00:00,42.36,324,
2016-10-14 16:00:00,42.37,329,
2016-10-14 20:00:00,42.38,333,
2016-10-15 00:00:00,42.38,333,
2016-10-15 04:00:00,42.37,329,
2016-10-15 08:00:00,42.38,333,0.668
2016-10-15 12:00:00,42.38,333,
2016-10-15 16:00:00,42.39,338,
2016-10-15 17:00:00,42.4,344,
2016-10-15 20:00:00,42.4,344,
2016-10-16 00:00:00,42.4,344,
2016-10-16 02:00:00,42.4,344,
2016-10-16 06:00:00,42.39,338,
2016-10-16 08:00:00,42.41,349,0.649
2016-10-16 14:00:00,42.44,366,
2016-10-16 20:00:00,42.44,366,
2016-10-16 22:00:00,42.45,372,
2016-10-17 00:00:00,42.44,366,
2016-10-17 02:00:00,42.45,372,
2016-10-17 08:00:00,42.44,366,0.751
2016-10-17 14:00:00,42.43,360,
2016-10-17 20:00:00,42.44,366,
2016-10-18 00:00:00,42.44,366,
2016-10-18 04:00:00,42.43,360,
2016-10-18 08:00:00,42.41,349,0.689
2016-10-18 12:00:00,42.42,354,
2016-10-18 16:00:00,42.39,338,
2016-10-18 20:00:00,42.4,344,
2016-10-19 00:00:00,42.41,349,
2016-10-19 04:00:00,42.4,344,
2016-10-19 08:00:00,42.41,349,0.909
2016-10-19 10:00:00,42.39,338,
2016-10-19 12:00:00,42.4,344,
2016-10-19 16:00:00,42.4,344,
2016-10-19 20:00:00,42.4,344,
2016-10-20 00:00:00,42.4,344,
2016-10-20 04:00:00,42.4,344,
2016-10-20 08:00:00,42.38,333,0.914
2016-10-20 12:00:00,42.4,344,
2016-10-20 15:00:00,42.39,338,
2016-10-20 16:00:00,42.39,338,
2016-10-20 20:00:00,42.41,349,
2016-10-21 00:00:00,42.4,344,
2016-10-21 02:00:00,42.39,338,
2016-10-21 08:00:00,42.37,329,1.2
2016-10-21 14:00:00,42.38,333,
2016-10-21 20:00:00,42.39,338,
2016-10-22 00:00:00,42.39,338,
2016-10-22 02:00:00,42.39,338,
2016-10-22 08:00:00,42.4,344,0.643
2016-10-22 14:00:00,42.42,354,
2016-10-22 20:00:00,42.46,378,
2016-10-23 00:00:00,42.44,366,
2016-10-23 02:00:00,42.54,433,
2016-10-23 03:00:00,42.57,454,
2016-10-23 08:00:00,42.52,419,0.711
2016-10-23 14:00:00,42.48,391,
2016-10-23 20:00:00,42.48,391,
2016-10-24 00:00:00,42.49,399,
2016-10-24 01:00:00,42.5,405,
2016-10-24 02:00:00,42.49,399,
2016-10-24 08:00:00,42.49,399,0.785
2016-10-24 14:00:00,42.5,405,
2016-10-24 20:00:00,42.49,399,
2016-10-24 21:00:00,42.47,384,
2016-10-25 00:00:00,42.48,391,
2016-10-25 02:00:00,42.5,405,
2016-10-25 08:00:00,42.47,384,0.807
2016-10-25 14:00:00,42.48,391,
2016-10-25 20:00:00,42.46,378,
2016-10-26 00:00:00,42.47,384,
2016-10-26 02:00:00,42.48,391,
2016-10-26 08:00:00,42.48,391,0.753
2016-10-26 14:00:00,42.49,399,
2016-10-26 20:00:00,42.5,405,
2016-10-27 00:00:00,42.51,412,
2016-10-27 02:00:00,42.51,412,
2016-10-27 08:00:00,42.52,419,0.757
2016-10-27 14:00:00,42.53,426,
2016-10-27 20:00:00,42.54,433,
2016-10-27 22:00:00,42.56,447,
2016-10-28 00:00:00,42.56,447,
2016-10-28 02:00:00,42.56,447,
2016-10-28 08:00:00,42.57,454,0.919
2016-10-28 14:00:00,42.6,477,
2016-10-28 20:00:00,42.63,499,
2016-10-28 22:00:00,42.64,506,
2016-10-29 00:00:00,42.64,506,
2016-10-29 02:00:00,42.63,499,
2016-10-29 08:00:00,42.66,521,1.42
2016-10-29 12:00:00,42.66,521,
2016-10-29 14:00:00,42.66,521,
2016-10-29 20:00:00,42.67,529,
2016-10-30 00:00:00,42.68,536,
2016-10-30 02:00:00,42.68,536,
2016-10-30 08:00:00,42.67,483,1.26
2016-10-30 14:00:00,42.65,467,
2016-10-30 20:00:00,42.68,491,
2016-10-31 00:00:00,42.66,391,
2016-10-31 02:00:00,42.67,398,
2016-10-31 08:00:00,42.78,475,1.11
2016-10-31 14:00:00,42.85,526,
2016-10-31 20:00:00,42.74,447,
2016-11-01 00:00:00,42.69,412,
2016-11-01 02:00:00,42.68,491,
2016-11-01 08:00:00,42.66,475,1.01
2016-11-01 14:00:00,42.67,483,
2016-11-01 20:00:00,42.67,483,
2016-11-02 00:00:00,42.67,483,
2016-11-02 02:00:00,42.66,475,
2016-11-02 08:00:00,42.65,467,1.28
2016-11-02 12:00:00,42.63,451,
2016-11-02 14:00:00,42.64,459,
2016-11-02 20:00:00,42.65,467,
2016-11-03 00:00:00,42.65,467,
2016-11-03 04:00:00,42.64,459,
2016-11-03 08:00:00,42.62,443,1.03
2016-11-03 12:00:00,42.68,491,
2016-11-03 16:00:00,42.81,599,
2016-11-03 20:00:00,42.69,499,
2016-11-04 00:00:00,42.66,475,
2016-11-04 04:00:00,42.63,451,
2016-11-04 08:00:00,42.63,451,0.804
2016-11-04 12:00:00,42.61,435,
2016-11-04 14:00:00,42.59,420,
2016-11-04 16:00:00,42.61,435,
2016-11-04 20:00:00,42.62,443,
2016-11-05 00:00:00,42.61,435,
2016-11-05 02:00:00,42.6,428,
2016-11-05 08:00:00,42.61,435,1.29
2016-11-05 14:00:00,42.61,435,
2016-11-05 20:00:00,42.56,397,
2016-11-06 00:00:00,42.62,443,
2016-11-06 04:00:00,42.6,428,
2016-11-06 08:00:00,42.56,397,1.04
2016-11-06 10:00:00,42.55,390,
2016-11-06 12:00:00,42.72,524,
2016-11-06 16:00:00,42.63,371,
2016-11-06 20:00:00,42.65,384,
2016-11-07 00:00:00,42.69,412,
2016-11-07 04:00:00,42.72,433,
2016-11-07 08:00:00,42.72,433,0.74
2016-11-07 10:00:00,42.65,384,
2016-11-07 12:00:00,42.62,364,
2016-11-07 16:00:00,42.6,351,
2016-11-07 18:00:00,42.63,371,
2016-11-07 20:00:00,42.74,447,
2016-11-08 00:00:00,42.66,391,
2016-11-08 04:00:00,42.7,419,
2016-11-08 08:00:00,42.61,358,0.78
2016-11-08 12:00:00,42.65,384,
2016-11-08 16:00:00,42.71,426,
2016-11-08 18:00:00,42.75,454,
2016-11-08 20:00:00,42.67,398,
2016-11-09 00:00:00,42.59,345,
2016-11-09 04:00:00,42.7,419,
2016-11-09 08:00:00,42.67,398,0.563
2016-11-09 12:00:00,42.74,447,
2016-11-09 16:00:00,42.71,426,
2016-11-09 18:00:00,42.81,496,
2016-11-09 20:00:00,42.74,447,
2016-11-10 00:00:00,42.63,371,
2016-11-10 04:00:00,42.72,433,
2016-11-10 08:00:00,42.7,419,0.751
2016-11-10 12:00:00,42.65,384,
2016-11-10 16:00:00,42.78,475,
2016-11-10 20:00:00,42.69,412,
2016-11-11 00:00:00,42.62,364,
2016-11-11 04:00:00,42.67,398,
2016-11-11 08:00:00,42.66,391,0.523
2016-11-11 12:00:00,42.65,384,
2016-11-11 16:00:00,42.67,398,
2016-11-11 18:00:00,42.76,461,
2016-11-11 20:00:00,42.71,426,
2016-11-12 00:00:00,42.6,351,
2016-11-12 04:00:00,42.68,405,
2016-11-12 08:00:00,42.57,331,0.543
2016-11-12 12:00:00,42.54,312,
2016-11-12 16:00:00,42.54,312,
2016-11-12 20:00:00,42.52,300,
2016-11-13 00:00:00,42.65,384,
2016-11-13 04:00:00,42.57,331,
2016-11-13 08:00:00,42.53,306,0.582
2016-11-13 12:00:00,42.51,294,
2016-11-13 14:00:00,42.5,288,
2016-11-13 16:00:00,42.52,300,
2016-11-13 20:00:00,42.69,412,
2016-11-14 00:00:00,42.53,306,
2016-11-14 02:00:00,42.51,294,
2016-11-14 04:00:00,42.54,312,
2016-11-14 08:00:00,42.6,351,0.64
2016-11-14 10:00:00,42.63,371,
2016-11-14 12:00:00,42.61,358,
2016-11-14 16:00:00,42.6,351,
2016-11-14 20:00:00,42.54,312,
2016-11-15 00:00:00,42.68,405,
2016-11-15 04:00:00,42.55,318,
2016-11-15 06:00:00,42.52,300,
2016-11-15 08:00:00,42.52,300,0.548
2016-11-15 12:00:00,42.53,306,
2016-11-15 16:00:00,42.57,331,
2016-11-15 20:00:00,42.7,419,
2016-11-16 00:00:00,42.62,364,
2016-11-16 04:00:00,42.59,345,
2016-11-16 08:00:00,42.56,325,0.497
2016-11-16 12:00:00,42.59,345,
2016-11-16 16:00:00,42.53,306,
2016-11-16 18:00:00,42.68,405,
2016-11-16 20:00:00,42.67,398,
2016-11-17 00:00:00,42.59,345,
2016-11-17 04:00:00,42.54,312,
2016-11-17 08:00:00,42.53,306,0.514
2016-11-17 12:00:00,42.53,306,
2016-11-17 16:00:00,42.57,331,
2016-11-17 20:00:00,42.67,398,
2016-11-18 00:00:00,42.58,338,
2016-11-18 04:00:00,42.57,331,
2016-11-18 08:00:00,42.63,371,0.664
2016-11-18 12:00:00,42.53,306,
2016-11-18 16:00:00,42.65,384,
2016-11-18 20:00:00,42.62,364,
2016-11-19 00:00:00,42.52,300,
2016-11-19 04:00:00,42.62,364,
2016-11-19 08:00:00,42.53,306,0.559
2016-11-19 12:00:00,42.62,364,
2016-11-19 16:00:00,42.53,306,
2016-11-19 18:00:00,42.51,294,
2016-11-19 20:00:00,42.52,300,
2016-11-20 00:00:00,42.55,318,
2016-11-20 02:00:00,42.62,364,
2016-11-20 04:00:00,42.59,345,
2016-11-20 08:00:00,42.53,306,0.612
2016-11-20 12:00:00,42.5,288,
2016-11-20 16:00:00,42.51,294,
2016-11-20 20:00:00,42.59,345,
2016-11-21 00:00:00,42.59,345,
2016-11-21 04:00:00,42.52,300,
2016-11-21 08:00:00,42.51,294,0.543
2016-11-21 12:00:00,42.46,264,
2016-11-21 16:00:00,42.42,245,
2016-11-21 20:00:00,42.4,236,
2016-11-21 22:00:00,42.38,228,
2016-11-22 00:00:00,42.38,228,
2016-11-22 04:00:00,42.38,228,
2016-11-22 08:00:00,42.41,240,0.645
2016-11-22 12:00:00,42.43,249,
2016-11-22 16:00:00,42.44,254,
2016-11-22 20:00:00,42.47,270,
2016-11-22 22:00:00,42.5,288,
2016-11-23 00:00:00,42.51,231,
2016-11-23 04:00:00,42.54,248,
2016-11-23 08:00:00,42.55,253,0.556
2016-11-23 12:00:00,42.56,259,
2016-11-23 16:00:00,42.57,265,
2016-11-23 20:00:00,42.6,284,
2016-11-23 22:00:00,42.61,291,
2016-11-24 00:00:00,42.61,291,
2016-11-24 04:00:00,42.61,291,
2016-11-24 08:00:00,42.61,291,0.613
2016-11-24 12:00:00,42.6,284,
2016-11-24 16:00:00,42.61,291,
2016-11-24 20:00:00,42.62,297,
2016-11-24 22:00:00,42.63,303,
2016-11-25 00:00:00,42.63,303,
2016-11-25 04:00:00,42.64,309,
2016-11-25 08:00:00,42.65,316,0.656
2016-11-25 12:00:00,42.63,303,
2016-11-25 16:00:00,42.63,303,
2016-11-25 20:00:00,42.65,316,
2016-11-26 00:00:00,42.63,303,
2016-11-26 04:00:00,42.65,316,
2016-11-26 08:00:00,42.65,316,0.689
2016-11-26 12:00:00,42.65,316,
2016-11-26 16:00:00,42.66,322,
2016-11-26 20:00:00,42.68,335,
2016-11-26 22:00:00,42.74,374,
2016-11-27 00:00:00,42.76,387,
2016-11-27 04:00:00,42.78,400,
2016-11-27 06:00:00,42.82,427,
2016-11-27 08:00:00,42.79,407,0.783
2016-11-27 12:00:00,42.72,360,
2016-11-27 16:00:00,42.68,335,
2016-11-27 20:00:00,42.67,328,
2016-11-27 22:00:00,42.66,322,
2016-11-28 00:00:00,42.65,316,
2016-11-28 04:00:00,42.73,367,
2016-11-28 08:00:00,42.69,341,0.594
2016-11-28 12:00:00,42.64,309,
2016-11-28 16:00:00,42.61,291,
2016-11-28 20:00:00,42.61,291,
2016-11-28 22:00:00,42.6,284,
2016-11-29 00:00:00,42.6,284,
2016-11-29 04:00:00,42.59,278,
2016-11-29 08:00:00,42.58,271,0.608
2016-11-29 10:00:00,42.53,306,
2016-11-29 12:00:00,42.53,306,
2016-11-29 16:00:00,42.54,312,
2016-11-29 20:00:00,42.53,306,
2016-11-30 00:00:00,42.51,294,
2016-11-30 04:00:00,42.5,288,
2016-11-30 08:00:00,42.49,282,0.478
2016-11-30 12:00:00,42.47,270,
2016-11-30 16:00:00,42.48,275,
2016-11-30 20:00:00,42.47,270,
2016-11-30 22:00:00,42.45,259,
2016-12-01 00:00:00,42.46,281,
2016-12-01 04:00:00,42.44,276,
2016-12-01 08:00:00,42.43,273,0.486
2016-12-01 12:00:00,42.43,273,
2016-12-01 16:00:00,42.43,273,
2016-12-01 20:00:00,42.42,270,
2016-12-02 00:00:00,42.42,270,
2016-12-02 02:00:00,42.43,273,
2016-12-02 04:00:00,42.42,270,
2016-12-02 08:00:00,42.42,270,0.464
2016-12-02 12:00:00,42.39,263,
2016-12-02 16:00:00,42.4,265,
2016-12-02 20:00:00,42.42,270,
2016-12-03 00:00:00,42.43,273,
2016-12-03 04:00:00,42.42,270,
2016-12-03 08:00:00,42.42,270,0.458
2016-12-03 12:00:00,42.4,265,
2016-12-03 16:00:00,42.4,265,
2016-12-03 20:00:00,42.42,270,
2016-12-04 00:00:00,42.43,273,
2016-12-04 02:00:00,42.44,276,
2016-12-04 04:00:00,42.43,273,
2016-12-04 08:00:00,42.43,273,0.453
2016-12-04 12:00:00,42.42,270,
2016-12-04 14:00:00,42.41,268,
2016-12-04 16:00:00,42.43,273,
2016-12-04 20:00:00,42.43,273,
2016-12-05 00:00:00,42.42,270,
2016-12-05 02:00:00,42.41,268,
2016-12-05 08:00:00,42.39,263,0.411
2016-12-05 14:00:00,42.36,255,
2016-12-05 20:00:00,42.38,260,
2016-12-06 00:00:00,42.38,260,
2016-12-06 02:00:00,42.38,260,
2016-12-06 08:00:00,42.37,258,0.559
2016-12-06 10:00:00,42.36,255,
2016-12-06 14:00:00,42.37,258,
2016-12-06 20:00:00,42.4,265,
2016-12-06 22:00:00,42.42,270,
2016-12-07 00:00:00,42.43,273,
2016-12-07 02:00:00,42.43,273,
2016-12-07 08:00:00,42.41,268,0.512
2016-12-07 12:00:00,42.39,263,
2016-12-07 14:00:00,42.39,263,
2016-12-07 20:00:00,42.41,268,
2016-12-08 00:00:00,42.41,268,
2016-12-08 02:00:00,42.41,268,
2016-12-08 08:00:00,42.4,265,0.549
2016-12-08 14:00:00,42.38,260,
2016-12-08 20:00:00,42.41,268,
2016-12-09 00:00:00,42.41,268,
2016-12-09 02:00:00,42.41,268,
2016-12-09 04:00:00,42.4,265,
2016-12-09 08:00:00,42.41,268,0.508
2016-12-09 10:00:00,42.42,270,
2016-12-09 14:00:00,42.41,268,
2016-12-09 20:00:00,42.41,268,
2016-12-10 00:00:00,42.41,268,
2016-12-10 02:00:00,42.41,268,
2016-12-10 06:00:00,42.42,270,
2016-12-10 08:00:00,42.42,270,0.626
2016-12-10 12:00:00,42.4,265,
2016-12-10 14:00:00,42.42,270,
2016-12-10 20:00:00,42.41,268,
2016-12-11 00:00:00,42.42,270,
2016-12-11 02:00:00,42.42,270,
2016-12-11 04:00:00,42.43,273,
2016-12-11 08:00:00,42.41,268,0.55
2016-12-11 14:00:00,42.4,265,
2016-12-11 20:00:00,42.41,268,
2016-12-12 00:00:00,42.41,268,
2016-12-12 02:00:00,42.41,268,
2016-12-12 06:00:00,42.43,273,
2016-12-12 08:00:00,42.43,273,0.424
2016-12-12 14:00:00,42.43,273,
2016-12-12 16:00:00,42.4,265,
2016-12-12 20:00:00,42.42,270,
2016-12-13 00:00:00,42.41,268,
2016-12-13 02:00:00,42.41,268,
2016-12-13 04:00:00,42.39,263,
2016-12-13 08:00:00,42.4,265,0.554
2016-12-13 14:00:00,42.39,263,
2016-12-13 20:00:00,42.4,265,
2016-12-14 00:00:00,42.39,263,
2016-12-14 02:00:00,42.4,265,
2016-12-14 04:00:00,42.42,270,
2016-12-14 08:00:00,42.42,270,0.593
2016-12-14 14:00:00,42.4,265,
2016-12-14 20:00:00,42.39,263,
2016-12-15 00:00:00,42.4,265,
2016-12-15 02:00:00,42.39,263,
2016-12-15 04:00:00,42.41,268,
2016-12-15 08:00:00,42.4,265,0.522
2016-12-15 12:00:00,42.38,260,
2016-12-15 14:00:00,42.38,260,
2016-12-15 20:00:00,42.39,263,
2016-12-16 00:00:00,42.38,260,
2016-12-16 02:00:00,42.39,263,
2016-12-16 08:00:00,42.37,258,0.635
2016-12-16 10:00:00,42.36,255,
2016-12-16 14:00:00,42.36,255,
2016-12-16 20:00:00,42.37,258,
2016-12-17 00:00:00,42.36,255,
2016-12-17 02:00:00,42.36,255,
2016-12-17 08:00:00,42.36,255,0.5
2016-12-17 14:00:00,42.36,255,
2016-12-17 18:00:00,42.38,260,
2016-12-17 20:00:00,42.37,258,
2016-12-18 00:00:00,42.37,258,
2016-12-18 04:00:00,42.37,258,
2016-12-18 08:00:00,42.35,253,0.486
2016-12-18 12:00:00,42.34,250,
2016-12-18 16:00:00,42.33,248,
2016-12-18 20:00:00,42.33,248,
2016-12-18 22:00:00,42.32,246,
2016-12-19 00:00:00,42.31,243,
2016-12-19 02:00:00,42.29,238,
2016-12-19 08:00:00,42.27,233,0.439
2016-12-19 14:00:00,42.25,229,
2016-12-19 20:00:00,42.23,225,
2016-12-19 22:00:00,42.21,221,
2016-12-20 00:00:00,42.21,221,
2016-12-20 02:00:00,42.21,221,
2016-12-20 08:00:00,42.19,217,0.422
2016-12-20 14:00:00,42.18,215,
2016-12-20 20:00:00,42.17,213,
2016-12-20 21:00:00,42.16,212,
2016-12-21 00:00:00,42.16,212,
2016-12-21 02:00:00,42.16,212,
2016-12-21 08:00:00,42.17,213,0.39
2016-12-21 13:00:00,42.18,215,
2016-12-21 14:00:00,42.17,213,
2016-12-21 16:00:00,42.15,210,
2016-12-21 20:00:00,42.17,213,
2016-12-22 00:00:00,42.17,213,
2016-12-22 02:00:00,42.17,213,
2016-12-22 08:00:00,42.17,213,0.424
2016-12-22 14:00:00,42.18,215,
2016-12-22 15:00:00,42.19,217,
2016-12-22 20:00:00,42.19,217,
2016-12-23 00:00:00,42.19,217,
2016-12-23 02:00:00,42.19,217,
2016-12-23 08:00:00,42.19,217,0.377
2016-12-23 14:00:00,42.19,217,
2016-12-23 18:00:00,42.2,219,
2016-12-23 20:00:00,42.2,219,
2016-12-24 00:00:00,42.2,219,
2016-12-24 02:00:00,42.2,219,
2016-12-24 08:00:00,42.21,221,0.362
2016-12-24 12:00:00,42.19,217,
2016-12-24 14:00:00,42.19,217,
2016-12-24 20:00:00,42.2,219,
2016-12-25 00:00:00,42.21,221,
2016-12-25 04:00:00,42.21,221,
2016-12-25 08:00:00,42.21,221,0.387
2016-12-25 12:00:00,42.2,219,
2016-12-25 16:00:00,42.2,219,
2016-12-25 18:00:00,42.24,227,
2016-12-25 20:00:00,42.24,227,
2016-12-26 00:00:00,42.24,227,
2016-12-26 04:00:00,42.24,227,
2016-12-26 08:00:00,42.23,225,0.308
2016-12-26 12:00:00,42.23,225,
2016-12-26 16:00:00,42.24,227,
2016-12-26 20:00:00,42.24,227,
2016-12-27 00:00:00,42.25,229,
2016-12-27 04:00:00,42.25,229,
2016-12-27 08:00:00,42.25,229,0.302
2016-12-27 12:00:00,42.25,229,
2016-12-27 16:00:00,42.25,229,
2016-12-27 20:00:00,42.25,229,
2016-12-28 00:00:00,42.24,227,
2016-12-28 02:00:00,42.24,227,
2016-12-28 04:00:00,42.25,229,
2016-12-28 08:00:00,42.24,227,0.285
2016-12-28 14:00:00,42.24,227,
2016-12-28 20:00:00,42.24,227,
2016-12-29 00:00:00,42.22,223,
2016-12-29 02:00:00,42.23,225,
2016-12-29 08:00:00,42.23,225,0.425
2016-12-29 14:00:00,42.22,223,
2016-12-29 20:00:00,42.22,223,
2016-12-30 00:00:00,42.21,221,
2016-12-30 02:00:00,42.21,221,
2016-12-30 08:00:00,42.19,217,0.415
2016-12-30 14:00:00,42.18,215,
2016-12-30 20:00:00,42.19,217,
2016-12-31 00:00:00,42.19,217,
2016-12-31 02:00:00,42.19,217,
2016-12-31 08:00:00,42.19,217,0.356
2016-12-31 14:00:00,42.17,213,
2016-12-31 20:00:00,42.18,215,
2017-01-01 00:00:00,42.18,215,0.461
2017-01-01 02:00:00,42.18,215,
2017-01-01 08:00:00,42.17,212,0.514
2017-01-01 14:00:00,42.17,212,
2017-01-01 20:00:00,42.16,210,
2017-01-02 00:00:00,42.15,207,
